I:FILED4.DAT LINE00001 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00002 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00003 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00004 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00005 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00006 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00007 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00008 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00009 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00010 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00011 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00012 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00013 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00014 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00015 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00016 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00017 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00018 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00019 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00020 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00021 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00022 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00023 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00024 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILED4.DAT LINE00025 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
