I:FILEE3.DAT LINE00001 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00002 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00003 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00004 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00005 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00006 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00007 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00008 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00009 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00010 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00011 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00012 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00013 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00014 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00015 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00016 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00017 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00018 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00019 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00020 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00021 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00022 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00023 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00024 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00025 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00026 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00027 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00028 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00029 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00030 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00031 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00032 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00033 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00034 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00035 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00036 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00037 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00038 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00039 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00040 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00041 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00042 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00043 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00044 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00045 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00046 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00047 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00048 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00049 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00050 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00051 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00052 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00053 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00054 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00055 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00056 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
I:FILEE3.DAT LINE00057 XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
